Company,Item,Calories,Calories From Fat,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugars (g),Protein (g),Total Fat (% Daily Value),Saturated Fat (% Daily Value),Cholesterol (% Daily Value),Sodium (% Daily Value),Total Carbohydrates (% Daily Value),Dietary Fiber (% Daily Value),Protein (% Daily Value),Vitamin A (% Daily Value),Vitamin C (% Daily Value),Calcium (% Daily Value),Iron (% Daily Value),Category,FreeStyle Points,SmartPoints,PointsPlus
tim-hortons,Old Fashion Plain Donut,210,90,10.0,5.0,0.1,15.0,260.0,25.0,1.0,8.0,3.0,15.0,25.0,5.0,11.0,8.0,4.0,6.0,0.0,0.0,4.0,10.0,Donuts,8.0,8.0,5.0
tim-hortons,Raspberry Filled Donut,200,45,5.0,2.0,0.0,0.0,220.0,33.0,1.0,12.0,4.0,8.0,10.0,0.0,9.0,11.0,4.0,8.0,0.0,0.0,2.0,10.0,Donuts,8.0,8.0,5.0
tim-hortons,Sour Cream Glazed Donut,320,144,16.0,8.0,0.1,10.0,220.0,40.0,1.0,23.0,3.0,25.0,40.0,3.0,9.0,13.0,4.0,6.0,0.0,0.0,2.0,8.0,Donuts,14.0,14.0,9.0
tim-hortons,Sour Cream Plain Donut,270,144,16.0,8.0,0.1,10.0,210.0,27.0,1.0,11.0,3.0,25.0,40.0,3.0,9.0,9.0,4.0,6.0,0.0,0.0,2.0,8.0,Donuts,11.0,11.0,7.0
tim-hortons,Strawberry Filled Donut,200,45,5.0,2.0,0.0,0.0,230.0,34.0,1.0,14.0,5.0,8.0,10.0,0.0,10.0,11.0,4.0,10.0,0.0,0.0,2.0,15.0,Donuts,8.0,8.0,5.0
tim-hortons,Strawberry Shortcake Donut,250,81,9.0,6.0,0.0,0.0,250.0,38.0,1.0,18.0,5.0,14.0,30.0,0.0,10.0,13.0,4.0,10.0,0.0,0.0,2.0,15.0,Donuts,11.0,11.0,7.0
tim-hortons,Strawberry Vanilla Filled Donut,230,45,5.0,2.0,0.0,0.0,230.0,41.0,1.0,20.0,5.0,8.0,10.0,0.0,10.0,14.0,4.0,10.0,0.0,0.0,2.0,15.0,Donuts,9.0,9.0,6.0
tim-hortons,Sugar Loop Donut,180,54,6.0,2.5,0.0,0.0,210.0,28.0,1.0,8.0,4.0,9.0,13.0,0.0,9.0,9.0,4.0,8.0,0.0,0.0,2.0,10.0,Donuts,7.0,7.0,5.0
tim-hortons,Toasted Coconut Timbits,90,36,4.0,1.5,0.0,5.0,75.0,15.0,1.0,9.0,1.0,6.0,8.0,2.0,3.0,5.0,4.0,2.0,0.0,0.0,1.0,3.0,Donuts,4.0,4.0,3.0
tim-hortons,Apple Juice,130,0,0.0,0.0,0.0,0.0,30.0,32.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,100.0,0.0,2.0,Drinks,7.0,7.0,3.0
tim-hortons,Small Creamy Chocolate Chill,380,144,16.0,11.0,0.5,45.0,220.0,53.0,1.0,50.0,3.0,25.0,55.0,15.0,9.0,18.0,4.0,6.0,10.0,0.0,10.0,8.0,Drinks,20.0,20.0,10.0
tim-hortons,Medium Creamy Chocolate Chill,510,180,20.0,14.0,1.0,60.0,360.0,77.0,2.0,72.0,4.0,31.0,70.0,20.0,15.0,26.0,8.0,8.0,10.0,0.0,15.0,15.0,Drinks,28.0,28.0,14.0
tim-hortons,Large Creamy Chocolate Chill,660,225,25.0,17.0,1.0,80.0,510.0,102.0,2.0,95.0,5.0,38.0,85.0,27.0,21.0,34.0,8.0,10.0,15.0,0.0,20.0,20.0,Drinks,36.0,36.0,18.0
tim-hortons,Small Frozen Lemonade,110,0.9,0.1,0.0,0.0,0.0,10.0,27.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,6.0,6.0,3.0
tim-hortons,Medium Frozen Lemonade,160,9,1.0,0.0,0.0,0.0,15.0,40.0,0.0,37.0,0.0,2.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,9.0,9.0,5.0
tim-hortons,Large Frozen Lemonade,210,1.8,0.2,0.0,0.0,0.0,20.0,52.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,12.0,12.0,6.0
tim-hortons,Small Mixed Berry Real Fruit Chill,140,0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,Drinks,8.0,8.0,4.0
tim-hortons,Medium Mixed Berry Real Fruit Chill,200,0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,47.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,Drinks,12.0,12.0,5.0
tim-hortons,Large Mixed Berry Real Fruit Chill,260,0,0.0,0.0,0.0,0.0,65.0,66.0,0.0,61.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,Drinks,15.0,15.0,7.0
tim-hortons,Small Mixed Berry Smoothie with Greek Yogurt,150,9,1.0,0.5,0.0,5.0,55.0,32.0,0.0,30.0,3.0,2.0,3.0,2.0,2.0,11.0,0.0,6.0,0.0,0.0,10.0,0.0,Drinks,8.0,8.0,4.0
tim-hortons,Medium Mixed Berry Smoothie with Greek Yogurt,220,13.5,1.5,1.0,0.0,5.0,80.0,47.0,0.0,43.0,5.0,2.0,5.0,2.0,3.0,16.0,0.0,10.0,0.0,0.0,15.0,0.0,Drinks,12.0,12.0,6.0
tim-hortons,Large Mixed Berry Smoothie with Greek Yogurt,290,13.5,1.5,1.0,0.0,5.0,105.0,62.0,0.0,57.0,7.0,2.0,5.0,2.0,4.0,21.0,0.0,14.0,0.0,0.0,20.0,0.0,Drinks,15.0,15.0,8.0
tim-hortons,Orange Juice,140,0,0.0,0.0,0.0,0.0,30.0,35.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,100.0,0.0,2.0,Drinks,8.0,8.0,4.0
tim-hortons,Small Raspberry Frozen Lemonade,120,0.9,0.1,0.0,0.0,0.0,10.0,28.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,7.0,7.0,3.0
tim-hortons,Medium Raspberry Frozen Lemonade,170,0.9,0.1,0.0,0.0,0.0,15.0,41.0,0.0,37.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,10.0,10.0,4.0
tim-hortons,Large Raspberry Frozen Lemonade,220,1.8,0.2,0.0,0.0,0.0,20.0,53.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,2.0,0.0,0.0,Drinks,13.0,13.0,6.0
tim-hortons,Small Strawberry Banana Smoothie with Greek Yogurt,140,9,1.0,0.5,0.0,5.0,30.0,30.0,0.0,27.0,3.0,2.0,3.0,2.0,1.0,10.0,0.0,6.0,0.0,0.0,10.0,0.0,Drinks,7.0,7.0,4.0
tim-hortons,Medium Strawberry Banana Smoothie with Greek Yogurt,200,13.5,1.5,1.0,0.0,5.0,45.0,44.0,0.0,40.0,5.0,2.0,5.0,2.0,2.0,15.0,0.0,10.0,0.0,0.0,15.0,2.0,Drinks,11.0,11.0,6.0
tim-hortons,Large Strawberry Banana Smoothie with Greek Yogurt,270,13.5,1.5,1.0,0.0,5.0,60.0,58.0,1.0,52.0,7.0,2.0,5.0,2.0,3.0,19.0,4.0,14.0,0.0,0.0,20.0,2.0,Drinks,14.0,14.0,7.0
tim-hortons,Small Tropical Fruit Smoothie with Greek Yogurt,150,9,1.0,0.5,0.0,5.0,55.0,32.0,0.0,30.0,3.0,2.0,3.0,2.0,2.0,11.0,0.0,6.0,0.0,0.0,10.0,0.0,Drinks,8.0,8.0,4.0
tim-hortons,Medium Tropical Fruit Smoothie with Greek Yogurt,220,13.5,1.5,1.0,0.0,5.0,80.0,47.0,0.0,43.0,5.0,2.0,5.0,2.0,3.0,16.0,0.0,10.0,0.0,0.0,15.0,0.0,Drinks,12.0,12.0,6.0
tim-hortons,Large Tropical Fruit Smoothie with Greek Yogurt,290,13.5,1.5,1.0,0.0,5.0,105.0,62.0,0.0,57.0,7.0,2.0,5.0,2.0,4.0,21.0,0.0,14.0,0.0,0.0,20.0,0.0,Drinks,15.0,15.0,8.0
tim-hortons,Small Tropical Real Fruit Chill,140,0,0.0,0.0,0.0,0.0,35.0,35.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,Drinks,8.0,8.0,4.0
tim-hortons,Medium Tropical Real Fruit Chill,200,0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,47.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,Drinks,12.0,12.0,5.0
tim-hortons,Large Tropical Real Fruit Chill,260,0,0.0,0.0,0.0,0.0,65.0,66.0,0.0,61.0,0.0,0.0,0.0,0.0,3.0,22.0,0.0,0.0,0.0,0.0,4.0,0.0,Drinks,15.0,15.0,7.0
tim-hortons,Bacon Grilled Cheese Melt,600,288,32.0,18.0,0.5,85.0,1650.0,45.0,4.0,3.0,36.0,49.0,90.0,28.0,69.0,15.0,16.0,72.0,23.0,0.0,57.0,24.0,Sandwiches and Wraps,20.0,20.0,16.0
tim-hortons,BLT Sandwich,420,135,15.0,4.0,0.1,20.0,770.0,56.0,3.0,2.0,17.0,23.0,20.0,7.0,32.0,19.0,12.0,34.0,2.0,15.0,2.0,30.0,Sandwiches and Wraps,12.0,12.0,11.0
tim-hortons,Chicken Bacon Ranch Wrap,430,171,19.0,7.0,0.3,70.0,1060.0,40.0,3.0,4.0,27.0,29.0,35.0,23.0,44.0,13.0,12.0,54.0,10.0,40.0,30.0,25.0,Sandwiches and Wraps,12.0,13.0,11.0
tim-hortons,Chicken Ranch Wrap Snacker,170,45,5.0,1.5,0.0,30.0,510.0,19.0,2.0,1.0,12.0,8.0,8.0,10.0,21.0,6.0,8.0,24.0,1.0,17.0,9.0,12.0,Sandwiches and Wraps,4.0,5.0,4.0
tim-hortons,Chicken Salad Wrap,350,117,13.0,3.0,0.2,40.0,910.0,38.0,2.0,3.0,20.0,20.0,15.0,13.0,38.0,13.0,8.0,40.0,1.0,19.0,16.0,21.0,Sandwiches and Wraps,8.0,10.0,9.0
tim-hortons,Chicken Salad Wrap Snacker,180,63,7.0,1.5,0.1,25.0,510.0,18.0,1.0,0.0,11.0,11.0,8.0,8.0,21.0,6.0,4.0,22.0,0.0,10.0,9.0,11.0,Sandwiches and Wraps,4.0,5.0,5.0
tim-hortons,Chicken Strips,320,144,16.0,2.5,0.2,50.0,530.0,25.0,1.0,0.0,21.0,25.0,13.0,17.0,22.0,8.0,4.0,42.0,0.0,2.0,4.0,10.0,Sandwiches and Wraps,7.0,8.0,9.0
tim-hortons,Chipotle Cheddar Chicken Wrap,430,162,18.0,7.0,0.3,70.0,1070.0,41.0,3.0,4.0,27.0,28.0,35.0,23.0,45.0,14.0,12.0,54.0,15.0,45.0,30.0,30.0,Sandwiches and Wraps,11.0,13.0,11.0
tim-hortons,Chipotle Chicken Wrap Snacker,180,54,6.0,1.5,0.0,30.0,500.0,19.0,2.0,1.0,12.0,9.0,8.0,10.0,21.0,6.0,8.0,24.0,1.0,17.0,9.0,12.0,Sandwiches and Wraps,4.0,5.0,5.0
tim-hortons,Grilled Cheese Melt,490,216,24.0,15.0,0.5,65.0,1410.0,45.0,4.0,2.0,29.0,37.0,75.0,22.0,59.0,15.0,16.0,58.0,22.0,0.0,57.0,23.0,Sandwiches and Wraps,16.0,16.0,13.0
tim-hortons,Ham & Cheddar Sandwich,470,135,15.0,6.0,0.3,55.0,1220.0,58.0,3.0,2.0,25.0,23.0,30.0,18.0,51.0,19.0,12.0,50.0,8.0,15.0,20.0,35.0,Sandwiches and Wraps,14.0,14.0,12.0
tim-hortons,Ham & Cheddar Wrap,380,135,15.0,7.0,0.3,55.0,1150.0,40.0,2.0,3.0,21.0,23.0,35.0,18.0,48.0,13.0,8.0,42.0,8.0,17.0,30.0,23.0,Sandwiches and Wraps,12.0,12.0,10.0
tim-hortons,Turkey Bacon Club Wrap,420,153,17.0,5.0,0.1,55.0,1040.0,37.0,2.0,4.0,30.0,26.0,25.0,18.0,43.0,12.0,8.0,60.0,1.0,17.0,16.0,21.0,Sandwiches and Wraps,12.0,12.0,11.0
tim-hortons,Turkey Melt,510,189,21.0,11.0,0.5,80.0,200.0,43.0,4.0,3.0,41.0,32.0,55.0,27.0,8.0,14.0,16.0,82.0,14.0,1.0,42.0,23.0,Sandwiches and Wraps,15.0,15.0,13.0
tim-hortons,Caesar Salad w/ dressing,310,216,24.0,7.0,0.3,35.0,830.0,14.0,1.0,3.0,11.0,37.0,35.0,12.0,35.0,5.0,4.0,22.0,4.0,20.0,15.0,8.0,Sides,11.0,11.0,9.0
tim-hortons,Garden Salad w/ dressing,140,99,11.0,1.0,0.1,0.0,310.0,11.0,2.0,7.0,2.0,17.0,5.0,0.0,13.0,4.0,8.0,4.0,0.0,30.0,4.0,8.0,Sides,5.0,5.0,4.0
tim-hortons,Poutine Poutine,500,252,28.0,11.0,1.0,60.0,1400.0,43.0,3.0,2.0,18.0,43.0,55.0,20.0,58.0,14.0,12.0,36.0,13.0,11.0,41.0,7.0,Sides,17.0,17.0,13.0
tim-hortons,Savoury Potato Wedges,250,90,10.0,1.0,0.1,0.0,670.0,37.0,3.0,2.0,3.0,15.0,5.0,0.0,28.0,12.0,12.0,6.0,0.0,10.0,2.0,6.0,Sides,8.0,8.0,7.0
tim-hortons,White Bun,280,36,4.0,0.5,0.0,0.0,430.0,52.0,2.0,0.0,10.0,6.0,3.0,0.0,18.0,17.0,8.0,20.0,0.0,0.0,2.0,25.0,Sides,8.0,8.0,7.0
tim-hortons,Whole Wheat Bun,280,36,4.0,0.5,0.0,0.0,420.0,50.0,5.0,1.0,10.0,6.0,3.0,0.0,18.0,17.0,20.0,20.0,0.0,0.0,2.0,20.0,Sides,8.0,8.0,7.0
tim-hortons,Chicken Noodle Soup,120,14,2.0,0.5,0.0,5.0,710.0,21.0,1.0,2.0,5.0,3.0,3.0,2.0,30.0,7.0,4.0,10.0,4.0,40.0,2.0,4.0,Soups,3.0,4.0,3.0
tim-hortons,Chili,290,144,16.0,7.0,0.0,60.0,1180.0,20.0,5.0,5.0,18.0,25.0,35.0,20.0,49.0,7.0,20.0,36.0,4.0,10.0,8.0,25.0,Soups,10.0,10.0,8.0
tim-hortons,Cream of Broccoli Soup,150,63,7.0,2.5,0.2,10.0,680.0,16.0,2.0,6.0,6.0,11.0,13.0,3.0,28.0,5.0,8.0,12.0,25.0,25.0,15.0,4.0,Soups,5.0,5.0,4.0
tim-hortons,East Coast Clam Chowder,190,63,7.0,2.0,0.2,20.0,680.0,23.0,1.0,6.0,9.0,11.0,10.0,7.0,28.0,8.0,4.0,18.0,4.0,25.0,15.0,15.0,Soups,6.0,6.0,5.0
tim-hortons,Harvest Vegetable Soup,80,0,0.0,0.0,0.0,0.0,590.0,14.0,2.0,3.0,4.0,0.0,0.0,0.0,25.0,5.0,8.0,8.0,25.0,20.0,4.0,6.0,Soups,2.0,2.0,2.0
tim-hortons,Hearty Potato Bacon Soup,230,117,13.0,6.0,0.2,30.0,760.0,22.0,1.0,5.0,6.0,20.0,30.0,10.0,32.0,7.0,4.0,12.0,15.0,2.0,10.0,4.0,Soups,9.0,9.0,6.0
tim-hortons,Regular Spicy Thai Chicken Soup,210,108,12.0,5.0,0.3,35.0,750.0,21.0,1.0,4.0,5.0,18.0,25.0,12.0,31.0,7.0,4.0,10.0,8.0,6.0,6.0,6.0,Soups,7.0,8.0,6.0
tim-hortons,Large Spicy Thai Chicken Soup,300,153,17.0,8.0,0.4,50.0,1050.0,29.0,1.0,6.0,8.0,26.0,40.0,17.0,44.0,10.0,4.0,16.0,10.0,8.0,8.0,8.0,Soups,11.0,11.0,8.0
tim-hortons,Apple Fritter Timbits,50,14,2.0,1.0,0.0,0.0,40.0,9.0,0.0,4.0,1.0,3.0,5.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,2.0,2.0,1.0
tim-hortons,Birthday Cake Timbits,80,27,3.0,1.5,0.0,5.0,60.0,12.0,0.0,8.0,1.0,5.0,8.0,2.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,4.0,4.0,2.0
tim-hortons,Chocolate Glazed Timbits,90,27,3.0,1.5,0.0,0.0,85.0,14.0,0.0,8.0,1.0,5.0,8.0,0.0,4.0,5.0,0.0,2.0,0.0,0.0,0.0,4.0,Timbits,4.0,4.0,2.0
tim-hortons,Chocolate Snow Ball Timbits,70,36,4.0,1.5,0.0,0.0,85.0,8.0,0.0,3.0,1.0,6.0,8.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,1.0,4.0,Timbits,3.0,3.0,2.0
tim-hortons,Chocolate Toasted Coconut Timbits,80,36,4.0,2.0,0.0,0.0,85.0,10.0,0.0,5.0,1.0,6.0,10.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,4.0,Timbits,3.0,3.0,2.0
tim-hortons,Honey Cruller Timbits,70,27,3.0,1.5,0.1,10.0,35.0,10.0,0.0,7.0,0.0,5.0,8.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Timbits,3.0,3.0,2.0
tim-hortons,Honey Dip Timbits,45,9,1.0,0.5,0.0,0.0,30.0,8.0,0.0,4.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,2.0,2.0,1.0
tim-hortons,Old Fashion Glazed Timbits,80,27,3.0,1.0,0.0,5.0,75.0,14.0,0.0,9.0,1.0,5.0,5.0,2.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,4.0,4.0,2.0
tim-hortons,Old Fashion Plain Timbits,50,27,3.0,1.0,0.0,5.0,75.0,7.0,0.0,2.0,1.0,5.0,5.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,2.0,2.0,2.0
tim-hortons,Old Fashion Sugar Timbits,60,27,3.0,1.0,0.0,5.0,75.0,8.0,0.0,3.0,1.0,5.0,5.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,2.0,2.0,2.0
tim-hortons,Raspberry Filled Timbits,45,9,1.0,0.5,0.0,0.0,35.0,8.0,0.0,4.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,2.0,2.0,1.0
tim-hortons,Snow Ball Timbits,60,27,3.0,1.0,0.0,5.0,75.0,8.0,0.0,3.0,1.0,5.0,5.0,2.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,Timbits,2.0,2.0,2.0
tim-hortons,Sour Cream Glazed Timbits,90,45,5.0,2.0,0.0,5.0,55.0,7.0,0.0,3.0,1.0,8.0,10.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,4.0,4.0,2.0
tim-hortons,Sour Cream Plain Timbits,70,45,5.0,2.0,0.0,5.0,55.0,7.0,0.0,3.0,1.0,8.0,10.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,3.0,3.0,2.0
tim-hortons,Strawberry Filled Timbits,50,9,1.0,0.5,0.0,0.0,35.0,8.0,0.0,4.0,1.0,2.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,2.0,2.0,1.0
tim-hortons,Birthday Cake Waffle Timbiebs,74,27,3.0,1.3,0.0,2.0,58.0,11.0,0.6,7.0,1.0,5.0,7.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,Timbits,3.0,3.0,2.0
tim-hortons,Chocolate White Fudge Timbiebs,92,36,4.0,2.0,0.0,1.0,72.0,13.0,0.3,8.0,2.0,6.0,10.0,0.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,Timbits,4.0,4.0,3.0
tim-hortons,Sour Cream Chocolate Chip Timbiebs,104,45,5.0,2.6,0.0,2.0,51.0,13.0,0.2,8.0,1.0,8.0,13.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,Timbits,5.0,5.0,3.0
tim-hortons,Venetian Cream Filled Timbits,45,18,2.0,0.5,0.0,0.0,40.0,7.0,0.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Timbits,2.0,2.0,1.0
tim-hortons,Butter,70,72,8.0,5.0,0.3,20.0,85.0,0.0,0.0,0.0,0.0,12.0,25.0,7.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Toppings and Spreads,3.0,3.0,2.0
tim-hortons,Light Plain Cream Cheese,100,72,8.0,5.0,0.3,30.0,220.0,2.0,0.0,2.0,4.0,12.0,25.0,10.0,9.0,1.0,0.0,8.0,10.0,0.0,4.0,0.0,Toppings and Spreads,4.0,4.0,3.0
tim-hortons,Plain Cream Cheese,130,99,11.0,7.0,0.3,45.0,170.0,3.0,0.0,3.0,3.0,17.0,35.0,15.0,7.0,1.0,0.0,6.0,10.0,0.0,6.0,0.0,Toppings and Spreads,6.0,6.0,3.0
tim-hortons,Light Strawberry Cream Cheese,130,90,10.0,6.0,0.2,30.0,140.0,9.0,0.0,7.0,2.0,15.0,30.0,10.0,6.0,3.0,0.0,4.0,8.0,0.0,6.0,0.0,Toppings and Spreads,6.0,6.0,4.0
tim-hortons,Herb and Garlic Cream Cheese,140,117,13.0,8.0,0.3,50.0,120.0,2.0,0.0,2.0,1.0,20.0,40.0,17.0,5.0,1.0,0.0,2.0,0.0,0.0,4.0,2.0,Toppings and Spreads,7.0,7.0,4.0
tim-hortons,Margarine,50,54,6.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Toppings and Spreads,2.0,2.0,2.0
tim-hortons,Peanut Butter,100,81,9.0,1.5,0.0,0.0,75.0,4.0,1.0,2.0,4.0,14.0,8.0,0.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,2.0,Toppings and Spreads,3.0,3.0,3.0
tim-hortons,Strawberry Jam,50,0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Toppings and Spreads,3.0,3.0,2.0
